beta1	beta2
4.556869213741159	-0.019577821810875116
5.0192296870799344	-0.035984905027568216
4.877724363210305	-0.02878771657320255
6.709394084851575	-0.09103764524920688
5.848528943573465	-0.06099743986656135
4.742570831084358	-0.020815509836460015
4.207700541920236	-0.004897985583177172
6.133126431836518	-0.09587884961370415
6.121535111724029	-0.1311475744726668
4.826235430042482	-0.02744336268326365
4.145515651358273	-0.0010375963987948576
12.450120866635302	-0.2782525099189397
5.985547598574285	-0.05809739520029073
4.993793774124576	-0.029766661115508262
29.938766567541062	-0.9820915886606816
4.617380438499881	-0.01786609287973325
4.58887956838907	-0.01192857200848577
5.4879397689527245	-0.051828640589533875
5.0489686819309885	-0.027008526100443835
4.323874884025092	-0.01134844563143385
4.677299048215264	-0.01800593647175474
32.32723868281073	-1.1566662302156125
4.70723552267588	-0.016047637037319158
4.89359627499365	-0.02979330236714123
5.4036647827387165	-0.04817616513773755
34.00437782593682	-2.1707121502881184
6.643170462316776	-0.08185901092906452
58.50630062357827	-1.7282852535485074
5.292494423940084	-0.03858797409206646
5.561726329662483	-0.0473755389891588
5.03020156371251	-0.025403355689731923
4.910981759556969	-0.029921723792640118
4.143818084107776	-0.005855404452241519
4.728958840974817	-0.016503990725382715
6.408907909532148	-0.07732460643120766
5.022269070584118	-0.03302673852955535
4.564755719031976	-0.010630293820335304
5.3847561367830785	-0.033588038951550866
6.328149528539992	-0.09424853029089827
6.246479678712431	-0.14540706082684798
5.510523300267857	-0.04116416178105862
5.569313598689032	-0.04751407516778933
5.170316574255539	-0.03894391163815267
7.067841837860441	-0.11176522703435572
5.01298986771404	-0.03416464900836373
4.643312597654028	-0.021012389927300857
4.963150865396681	-0.026318610499121542
4.956814776088681	-0.025647115760597153
5.122573594047315	-0.03802166776314145
4.817286247940794	-0.027141779407681234
6.006891211600836	-0.059496277590106436
5.189002483750588	-0.04391126112237599
4.66993030997186	-0.014678280400110764
4.796786969855137	-0.021312963576665896
4.78671856689891	-0.015345439469827065
7.772542531929179	-0.1787846329442017
5.271957167510367	-0.03661240814618245
7.345604901046401	-0.10020347296340514
5.435738297518149	-0.04499955336802398
4.793047792778976	-0.024218052028129513
23.067695246404906	-0.9099768166878607
4.619466277583258	-0.013978305789207028
4.782859697749318	-0.017917407023518652
4.663547226800564	-0.019748455326095222
9.085620941868502	-0.19148072934540517
4.578087120997033	-0.012890445234263602
5.019925695090702	-0.02792909386214193
12.972585583732434	-0.5339218880277933
4.68781357703183	-0.02188985650108796
5.125463430013819	-0.03626767396097084
25.62410597577691	-1.4210650322468021
6.052044951960731	-0.06636765899816201
16.96066379425538	-0.4803647961411804
25.612255106083836	-0.8921542772802629
5.544939756884088	-0.0502874610487922
9.726346639192654	-0.264461503691086
4.927253838589074	-0.030692801700854425
5.195476539062427	-0.029788669246874802
5.4443876220922744	-0.04047854895527813
5.836760099844287	-0.0575049789645878
5.761675284838177	-0.0697640723273754
5.3329633779872925	-0.0450364817857774
4.863897590701844	-0.02822340389108589
4.084201842141753	0.001986136240274293
4.9433349009310215	-0.030865644247120114
15.087308251473221	-0.38638039502508875
5.131811515650207	-0.034567471850598754
4.6327297419525975	-0.018393715397575165
4.907678803965046	-0.02736309014056638
4.330966704589874	-0.012764972021171685
17.25187021737823	-0.49841018419671695
5.242868340791839	-0.029758422885555694
4.709601161693932	-0.014213803991111836
17.283684851544347	-0.6971500361191009
6.823649177558984	-0.12878791743507578
5.275067520855429	-0.035935256990941515
4.309369195984501	-0.009988185220445282
7.53838541586436	-0.13664108074582734
18.813858737848427	-0.5149506850316975
10.91528927566086	-0.34037835192133636
4.480672473147461	-0.013094956975160424
5.819421776197624	-0.05687092096311566
12.339693680608839	-0.29966391992611346
22.396838992454075	-0.9600231682428485
5.211523367838541	-0.034930991493347344
5.094492524061866	-0.03815028713435507
6.036029924645651	-0.06710360679585207
5.552529445675201	-0.04920430065434405
4.964384401693866	-0.03148471428370371
19.42093715432701	-0.5639580515122768
11.441945750534206	-0.3713013911081236
4.590509818351125	-0.011109725345729723
5.1034908485863495	-0.031599633188115
4.065819566907958	-1.954020291395045e-4
29.81270366530825	-1.3310107526234616
4.472957029342419	-0.011812499141178922
4.774123104278588	-0.02432994385953582
4.971730225398059	-0.028205979266435872
4.597266464550753	-0.01631984556297618
5.105416513609311	-0.03330870339812139
7.7576711203187925	-0.15296945446562962
5.2861276204424295	-0.043774873168874136
5.133371354535495	-0.03640914134542145
5.382632004763641	-0.04880102977588698
4.904265042275499	-0.018338175755442776
16.241431779710435	-0.5403131908501614
3.7293830192811823	0.011983258371886643
4.9262511275395715	-0.02511198123517235
5.293444879365855	-0.03660189354649326
13.329779148316659	-0.30574393958023727
6.896331868612311	-0.1065206256727189
5.777099271702991	-0.05774291743121405
13.118999768538565	-0.354538483800099
4.499228876236925	-0.010657108376664613
6.389193938548265	-0.06910991594142946
10.975135782042074	-0.2844304735860108
14.707716831181742	-0.5084994690799366
5.286114867953047	-0.037538594399353774
5.257984841288259	-0.03978041581396632
4.5631766531475675	-0.010550679685855338
5.7431173042514665	-0.05572105213146059
4.865122037754909	-0.027450656895050992
8.998411019501606	-0.2861692496003374
4.59171563998699	-0.015253673444357359
4.857245799100889	-0.02702215287534483
4.714755928331263	-0.016210857582013717
5.503470311308896	-0.043044257219480006
4.664753387100258	-0.00497511473918866
6.261121324875148	-0.062426491471367467
5.037388934087942	-0.03617048966869754
4.673973112538953	-0.011730107791631734
4.416343937253797	-0.009242201296195275
5.830016089454736	-0.0605890884353725
4.756825242865179	-0.02002126357047387
