beta1	beta2
16.361797472927233	-0.011768092103898347
20.32726808787518	-0.12955053948382253
17.73852517383642	-0.07010974434209676
101.59504616197346	-4.401085694560512
20.052407202978177	-0.15855750627756207
18.157493641817222	-0.06731736175130322
19.027108281747584	-0.13210615943061946
18.76168003438059	-0.10348942731597897
15.897505714172729	-0.03493269017369789
20.12782457352104	-0.15180969438142178
17.499134559967874	-0.06568379580311474
17.69041121972664	-0.06415330414605797
23.307822660524984	-0.22182402036414423
18.62822867763293	-0.10755685651458892
18.51550560496358	-0.09400892537707642
16.676024640678218	-0.0398635753927955
26.004560514672843	-0.40850058404431283
20.196297213367192	-0.1700097273268368
83.96745535963059	-2.3018441645473273
19.910051329491363	-0.12754667451004179
39.61080746374884	-1.1480386392188062
17.066770208178248	-0.044150568284943174
18.38063521139635	-0.08046814433077452
85.91919186422852	-2.6729414264919322
19.241906697942778	-0.10055489255219877
18.976541806565734	-0.1901682272904599
18.005878921183726	-0.0722916738700887
19.45288133656141	-0.12683553262275296
23.88082387393444	-0.3629286280806838
16.87736428790123	-0.04715597624750657
258.0114742955164	-10.8704907247514
44.92104532485463	-1.5292474218682457
20.374722417467265	-0.16742209732291216
67.34403761302237	-2.5069280560272813
17.893719217486417	-0.06866313516305793
21.663664531322375	-0.2103067935500589
20.296093185907626	-0.15927353369510658
71.47145205545883	-2.292430802728189
19.175318482656962	-0.11430003932236021
26.449562513630248	-0.37419271718064834
100.56068465619435	-2.6083684843196933
22.619917179890994	-0.3351224158006259
17.586285059991503	-0.07554901413514174
17.687802317956287	-0.05280237803137641
31.059544124045825	-0.9085467195367022
98.06335143922148	-4.627089028130611
19.377070828201756	-0.13947459892075856
19.256670139092588	-0.13764125825991272
23.710414530047593	-0.3482118311061486
18.057989036138746	-0.10002694614450054
20.37746859098132	-0.16491530648515787
106.2209654065013	-4.601883651386368
94.42720183429644	-6.759921588966968
15.25772631502379	0.017881225694862713
21.024610261461696	-0.18948836610227873
24.4630227930218	-0.34271915334958647
17.43089406658293	-0.05419031452004237
17.761588964706803	-0.06864962793742575
117.2275149631657	-6.993185687613632
15.569085834861115	-0.004821508067374681
22.7043761148429	-0.31388108951273774
36.35438921126721	-1.1102917365001
16.819653380517725	-0.052451515326788836
18.957565173391774	-0.10657772886601587
16.531144075002057	-0.04006599276538235
20.24355514051535	-0.14274272025927656
18.917326928559955	-0.1170830805449434
17.845227664048743	-0.0973568057444775
20.891970816132098	-0.1619242021124875
17.216096564934244	-0.03943229935137899
23.169447698557395	-0.264840725192439
27.434748412132887	-0.6078395015960121
18.812984987851085	-0.09452234508559286
88.3783559288864	-2.723544397235933
16.957301477842247	-0.03902874013005335
20.559548418339265	-0.14140703971966914
22.120988279256487	-0.24144291106207622
18.412498892756027	-0.037664892177966654
19.53694439721938	-0.1254172818082723
86.87917832800332	-4.692687286610538
17.753995647356508	-0.06893880324708555
17.332247318791584	-0.056217391256528484
158.98364894705978	-13.69217391095656
30.076230018414876	-0.47433931205810975
18.108943268072505	-0.07611817566459311
16.395917033279858	-0.020145360166858906
19.067899718415056	-0.09157235115756908
18.416520309730068	-0.08068878427547849
24.24950484377996	-0.3453842589704264
19.74579960026721	-0.16556053492069617
21.13413240377348	-0.18066996712811395
28.91057496897191	-0.8220204181365823
16.957800973353557	-0.03538573012668747
18.097659903259434	-0.07560035641509577
18.546901675522744	-0.08293493065725256
17.079171340441537	-0.06221394209219188
33.68804128282109	-0.944759196033303
16.129432358936203	-0.002433896442007483
13.099530933618917	0.0923800992808213
19.859003815363028	-0.13762769717812157
19.24195844373853	-0.1292880697740972
42.02158901106331	-1.139725856757044
22.58985964270362	-0.21011330640668957
25.902151984029874	-0.4321605250942094
22.09628170373061	-0.2186877363765988
18.88571750171004	-0.15892562640931426
21.797178800075038	-0.18235642938835894
18.411016429057305	-0.09688632215668364
20.10506795464447	-0.13746173243561693
18.371029076966444	-0.08547094860973604
23.05604295937001	-0.3090917972862921
17.524971069881342	-0.02339810851260004
77.25040434891179	-2.2586078922956396
21.02576991853098	-0.18974318300009557
19.364192167257794	-0.11928149252678426
20.043278538631064	-0.14049536672160293
18.76145597199776	-0.14239524218618474
22.951877056527717	-0.24221868386357787
18.694351534358805	-0.08276716306814791
28.202536362185135	-0.7642048654048933
22.097036220744325	-0.22409698746718973
15.724788311990844	-0.009240078277792664
17.520008555034018	-0.060603920201092766
16.375151756469545	-0.03897561978937702
21.62251920788062	-0.22433122612665493
17.81736068254755	-0.0711515227972268
19.197411784475197	-0.13359637259230045
70.27503511672344	-2.343056109033631
17.37023904980004	-0.049377582202830776
20.08161748964135	-0.12430875843575855
40.80344250803849	-0.8353321195318631
199.36786595305503	-9.07034564269162
110.0723296137478	-3.1698661389375373
17.912947059219697	-0.08562355390680933
18.08410225155898	-0.09300778521214993
17.222272986373802	-0.06285963093622628
19.087258894252933	-0.15569652317471389
18.79059656091295	-0.06468803979446254
41.33934105105908	-1.1343374007067155
189.0210485420901	-10.657862042252894
13.289878004682823	0.05527469380451397
19.523788362393258	-0.17484236201947367
31.97311917650287	-0.4406721770242337
20.670301593043135	-0.14786676028900167
18.891702907048455	-0.10806726044888489
20.333363767132656	-0.15185332913467867
21.865352077757898	-0.16647809671571467
25.24785817333455	-0.4428357825796649
19.171247446409698	-0.15944751391980017
17.75946516631727	-0.0684213102378868
45.08895797196108	-1.4173875635770699
17.57416651754359	-0.06715038653882856
19.104667138449592	-0.1133779130498617
18.66428455973626	-0.08135838104809648
19.978298290745037	-0.15282732292917228
20.342583763419075	-0.14721953975418964
17.771497776056176	-0.060373348145813764
21.3727718921102	-0.21162306284218937
20.005490812075184	-0.13330038600575517
22.061043876506833	-0.24679989759897047
