beta1	beta2
6.45109358206751	-0.048908485659184785
6.253063519181647	-0.030493547896597927
5.186766111947417	0.0020622738459618838
6.55716927372695	-0.034503120124290534
6.307270968756139	-0.036000255278298525
10.427921033735561	-0.17019588796363283
7.814757580519861	-0.08669937568622141
6.573164074314251	-0.0472427289649367
6.826350521014285	-0.048882721415850025
4.891525258951752	0.008644678939058284
5.352520006699058	-0.00188751879503635
6.818865848595998	-0.045576899942983085
9.231265216042573	-0.22608610003025276
5.548317489340498	-0.013978203378349967
6.17072709858064	-0.023571042684713866
5.314083921559736	-0.005838616888637139
6.794814828444205	-0.052363418751882905
29.676817184234295	-1.1502917794104348
7.450408295096842	-0.09119127588487486
6.148179733632649	-0.027384592743096868
6.473479714708649	-0.03574166076179487
6.392348864009899	-0.04278373778649059
7.471373043695712	-0.08404061189230022
11.87326631285019	-0.35554133781009606
7.372865320782128	-0.06991181515868747
5.588508045604348	-0.009252225681373804
10.949016792566601	-0.1968765451815931
6.029174027816381	-0.02802131938692537
5.00069950415832	5.407577265922242e-5
8.688191723117106	-0.1310627809468376
7.207430276331412	-0.07029704824959317
5.417267324080595	-0.0030216779649314537
5.652417568651012	-0.013187484751445117
5.448711923219067	-0.008212667134850497
6.1890494171889765	-0.02776264491503683
6.235579943927647	-0.03227153348579051
7.57382113974076	-0.08293845403284426
9.677827106800306	-0.16194361645356814
6.503543006696362	-0.042187356293279965
7.464889723405641	-0.06715239053377262
38.52440364396001	-1.8585762477000098
6.339841880165039	-0.037316740242122545
6.158142092638449	-0.026404655808099548
5.797457633595315	-0.02143101278918491
8.00981887012301	-0.10029298063012307
6.35389929789909	-0.028257317779526656
6.865155647479241	-0.05950285007474389
6.82078336478326	-0.05563430927205905
10.414546685612612	-0.21929076562989294
124.20543560411365	-5.409871193476263
12.014087992608149	-0.24500584266763323
6.576245082029088	-0.04421071302775867
6.768747633485885	-0.059919364063966425
5.278908118517792	-0.0023986827038564897
11.919593862971954	-0.28780396634881916
6.235390083085981	-0.03879970639505467
8.05312245621005	-0.08758415778941465
6.144544902050242	-0.029256468454935874
7.957378717387187	-0.1153518953892957
7.272348839563103	-0.06601493674247488
7.125354926109581	-0.07359444138319494
9.387356305374384	-0.18188765213009297
74.00700412313623	-2.8429947096943344
8.390278292132527	-0.15714188892082373
6.644177510746819	-0.04353009480496337
5.016596611873772	0.013930298964428944
6.802278562211758	-0.04349916615189546
6.201908354569819	-0.02962836926769362
7.46184276638744	-0.08242324387683161
5.946850107812673	-0.018300471579969172
5.220793867655831	-6.220009201728154e-4
6.289814456516419	-0.02821714712780863
6.626051306947991	-0.0525462302130026
12.311795072596974	-0.2402047588097393
6.709868082070763	-0.05424730004272375
6.995013433854916	-0.06438456050103175
40.819251157050125	-1.436673417051614
5.627000312957999	-0.006793656565827329
9.524504744689574	-0.19952794516665093
6.857182253909412	-0.04312727506090359
6.193246502922244	-0.03218130211657386
6.5598035066779	-0.038612229994613445
5.707200091685324	-0.02022495209460186
6.176556218240603	-0.03860630187418281
10.22275778923257	-0.2260838087137623
